Metric,Description,client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,perceived_position_error,cpu_percent,bandwidth_per_client_kbps
metric,synthetic test,3,26,26,1765331867259,1765331867261,2,49,4.64,10.5,32.53
metric,synthetic test,3,27,27,1765331867309,1765331867314,5,53,4.13,11.1,32.5
metric,synthetic test,3,28,28,1765331867360,1765331867361,1,47,0.84,19.0,32.43
metric,synthetic test,3,29,29,1765331867413,1765331867413,0,52,4.1,1.7,32.39
metric,synthetic test,3,30,30,1765331867464,1765331867469,5,56,3.64,0.0,32.35
metric,synthetic test,3,31,31,1765331867515,1765331867517,2,48,1.68,2.1,32.31
metric,synthetic test,3,32,32,1765331867566,1765331867570,4,53,3.62,3.8,32.29
metric,synthetic test,3,33,33,1765331867617,1765331867617,0,47,0.58,5.2,32.26
metric,synthetic test,3,34,34,1765331867668,1765331867669,1,52,3.46,4.2,32.24
metric,synthetic test,3,35,35,1765331867719,1765331867722,3,53,4.68,19.6,32.21
metric,synthetic test,3,36,36,1765331867770,1765331867772,2,50,2.69,12.5,32.18
metric,synthetic test,3,37,37,1765331867821,1765331867826,5,54,0.94,0.0,32.17
metric,synthetic test,3,38,38,1765331867872,1765331867873,1,47,3.69,3.5,32.14
metric,synthetic test,3,39,39,1765331867923,1765331867925,2,52,4.64,1.6,32.12
metric,synthetic test,3,40,40,1765331867975,1765331867979,4,54,1.99,5.7,32.09
metric,synthetic test,3,41,41,1765331868026,1765331868026,0,47,4.08,1.7,32.08
metric,synthetic test,3,42,42,1765331868077,1765331868082,5,56,1.96,0.0,32.06
metric,synthetic test,3,43,43,1765331868129,1765331868131,2,49,3.63,10.2,32.03
metric,synthetic test,3,44,44,1765331868180,1765331868180,0,49,0.37,0.0,32.01
metric,synthetic test,3,45,45,1765331868231,1765331868236,5,56,1.15,1.8,31.99
metric,synthetic test,3,46,46,1765331868283,1765331868287,4,51,1.36,4.2,31.97
metric,synthetic test,3,47,47,1765331868335,1765331868336,1,49,2.77,2.0,31.95
metric,synthetic test,3,48,48,1765331868387,1765331868389,2,53,0.41,5.1,31.92
metric,synthetic test,3,49,49,1765331868438,1765331868440,2,51,2.66,4.8,31.91
metric,synthetic test,3,50,50,1765331868489,1765331868494,5,54,4.52,15.4,31.9
metric,synthetic test,3,51,51,1765331868540,1765331868540,0,46,2.82,0.0,31.89
metric,synthetic test,3,52,52,1765331868592,1765331868592,0,52,2.27,0.0,31.87
metric,synthetic test,3,53,53,1765331868643,1765331868645,2,53,2.24,14.3,31.86
metric,synthetic test,3,54,54,1765331868694,1765331868699,5,54,0.87,0.0,31.85
metric,synthetic test,3,55,55,1765331868745,1765331868750,5,51,2.83,2.2,31.84
metric,synthetic test,3,56,56,1765331868797,1765331868801,4,51,3.03,0.0,31.82
metric,synthetic test,3,57,57,1765331868847,1765331868849,2,48,2.93,0.0,31.82
metric,synthetic test,3,58,58,1765331868898,1765331868900,2,51,3.51,2.0,31.81
metric,synthetic test,3,59,59,1765331868950,1765331868952,2,52,1.84,1.7,31.79
metric,synthetic test,3,60,60,1765331869002,1765331869004,2,52,0.79,6.8,31.78
metric,synthetic test,3,61,61,1765331869053,1765331869055,2,51,1.37,0.0,31.77
metric,synthetic test,3,62,62,1765331869104,1765331869109,5,54,2.83,0.0,31.76
metric,synthetic test,3,63,63,1765331869155,1765331869159,4,50,0.64,1.8,31.76
metric,synthetic test,3,64,64,1765331869207,1765331869212,5,53,3.61,0.0,31.75
metric,synthetic test,3,65,65,1765331869258,1765331869263,5,51,1.69,2.0,31.74
metric,synthetic test,3,66,66,1765331869309,1765331869313,4,50,2.15,0.0,31.73
metric,synthetic test,3,67,67,1765331869360,1765331869365,5,52,0.99,1.7,31.72
metric,synthetic test,3,68,68,1765331869412,1765331869415,3,50,1.58,5.9,31.72
metric,synthetic test,3,69,69,1765331869463,1765331869467,4,52,0.77,0.0,31.71
metric,synthetic test,3,70,70,1765331869514,1765331869518,4,51,2.84,10.0,31.7
metric,synthetic test,3,71,71,1765331869565,1765331869569,4,51,1.57,3.3,31.7
metric,synthetic test,3,72,72,1765331869616,1765331869618,2,49,4.57,3.2,31.69
metric,synthetic test,3,73,73,1765331869668,1765331869673,5,55,2.38,0.0,31.69
metric,synthetic test,3,74,74,1765331869719,1765331869724,5,51,1.68,4.1,31.68
metric,synthetic test,3,75,75,1765331869770,1765331869771,1,47,1.48,7.7,31.67
metric,synthetic test,3,76,76,1765331869822,1765331869822,0,51,3.7,1.6,31.64
metric,synthetic test,3,77,77,1765331869876,1765331869876,0,54,3.18,11.1,31.63
metric,synthetic test,3,78,78,1765331869927,1765331869932,5,56,4.4,0.0,31.63
metric,synthetic test,3,79,79,1765331869978,1765331869978,0,46,3.6,5.1,31.63
metric,synthetic test,3,80,80,1765331870029,1765331870034,5,56,1.07,10.0,31.62
metric,synthetic test,3,81,81,1765331870080,1765331870081,1,47,1.01,0.0,31.62
metric,synthetic test,3,82,82,1765331870132,1765331870134,2,53,0.04,5.6,31.6
metric,synthetic test,3,83,83,1765331870184,1765331870186,2,52,4.69,0.0,31.6
metric,synthetic test,3,84,84,1765331870235,1765331870238,3,52,1.12,5.0,31.59
metric,synthetic test,3,85,85,1765331870286,1765331870288,2,50,0.44,0.0,31.59
metric,synthetic test,3,86,86,1765331870338,1765331870341,3,53,2.44,0.0,31.58
metric,synthetic test,3,87,87,1765331870390,1765331870391,1,50,2.46,2.1,31.58
metric,synthetic test,3,88,88,1765331870441,1765331870445,4,54,4.33,4.7,31.57
metric,synthetic test,3,89,89,1765331870492,1765331870493,1,48,3.53,6.1,31.57
metric,synthetic test,3,90,90,1765331870544,1765331870548,4,55,0.2,4.1,31.55
metric,synthetic test,3,91,91,1765331870597,1765331870599,2,51,1.12,5.4,31.55
metric,synthetic test,3,92,92,1765331870647,1765331870649,2,50,1.95,5.6,31.55
metric,synthetic test,3,93,93,1765331870699,1765331870703,4,54,3.01,0.0,31.54
metric,synthetic test,3,94,94,1765331870750,1765331870755,5,52,4.12,1.7,31.54
metric,synthetic test,3,95,95,1765331870801,1765331870802,1,47,1.51,4.1,31.54
metric,synthetic test,3,96,96,1765331870852,1765331870855,3,53,2.15,3.9,31.54
metric,synthetic test,3,97,97,1765331870903,1765331870904,1,49,2.27,8.8,31.54
metric,synthetic test,3,98,98,1765331870954,1765331870954,0,50,0.7,9.8,31.53
metric,synthetic test,3,99,99,1765331871005,1765331871008,3,54,2.32,16.7,31.53
metric,synthetic test,3,100,100,1765331871056,1765331871057,1,49,4.96,1.6,31.53
metric,synthetic test,3,101,101,1765331871107,1765331871111,4,54,1.83,0.0,31.53
